step	mu	sigma
7492	0.517596	0.678549
7493	0.712079	0.732548
7494	0.712079	0.732548
7495	0.712079	0.732548
7496	0.566971	0.52634
7497	0.566971	0.52634
7498	0.566971	0.52634
7499	0.25563	0.985167
7500	0.579869	1.05822
7501	0.31732	0.894051
7502	0.54168	0.717519
7503	0.0434813	1.11735
7504	0.0434813	1.11735
7505	0.0434813	1.11735
7506	0.0434813	1.11735
7507	0.19956	1.16708
7508	0.19956	1.16708
7509	0.140178	0.82874
7510	0.140178	0.82874
7511	0.633078	0.48334
7512	0.774413	0.787266
7513	0.774413	0.787266
7514	0.774413	0.787266
7515	1.12461	0.823505
7516	1.12461	0.823505
7517	0.921871	0.703983
7518	0.921871	0.703983
7519	0.921871	0.703983
7520	0.779546	0.548405
7521	0.779546	0.548405
7522	0.779546	0.548405
7523	0.48338	0.937748
7524	0.48338	0.937748
7525	0.969482	0.556975
7526	0.969482	0.556975
7527	0.969482	0.556975
7528	0.969482	0.556975
7529	0.969482	0.556975
7530	0.499187	0.964312
7531	0.109673	0.886995
7532	0.109673	0.886995
7533	0.321479	0.909094
7534	0.67213	0.948785
7535	0.67213	0.948785
7536	0.807929	0.940781
7537	0.559614	1.12568
7538	0.559614	1.12568
7539	0.374044	1.27207
7540	0.374044	1.27207
7541	0.374044	1.27207
7542	0.374044	1.27207
7543	0.374044	1.27207
7544	0.17234	1.1136
7545	0.531252	0.782221
7546	0.531252	0.782221
7547	0.531252	0.782221
7548	0.531252	0.782221
7549	0.531252	0.782221
7550	0.531252	0.782221
7551	0.531252	0.782221
7552	0.531252	0.782221
7553	0.531252	0.782221
7554	0.773053	0.395708
7555	0.773053	0.395708
7556	0.773053	0.395708
7557	0.456539	0.894194
7558	0.73017	0.763075
7559	0.73017	0.763075
7560	0.33984	0.870809
7561	0.685744	0.517041
7562	0.619944	0.700245
7563	0.619944	0.700245
7564	0.552403	0.88788
7565	0.552403	0.88788
7566	0.377562	0.796885
7567	0.00186759	1.07372
7568	0.00186759	1.07372
7569	0.00186759	1.07372
7570	0.00186759	1.07372
7571	0.413941	0.744341
7572	0.413941	0.744341
7573	0.413941	0.744341
7574	0.537398	0.991513
7575	0.112843	0.935968
7576	0.112843	0.935968
7577	0.112843	0.935968
7578	0.112843	0.935968
7579	0.438796	1.06167
7580	0.764023	0.915842
7581	0.764023	0.915842
7582	0.415097	1.21785
7583	0.415097	1.21785
7584	0.415097	1.21785
7585	0.415097	1.21785
7586	0.46253	0.718166
7587	0.46253	0.718166
7588	0.00839259	1.12218
7589	0.00839259	1.12218
7590	0.00839259	1.12218
7591	0.220804	0.903538
7592	0.563723	0.673325
7593	0.563723	0.673325
7594	0.685973	0.930714
7595	0.685973	0.930714
7596	0.685973	0.930714
7597	0.836298	0.448141
7598	0.836298	0.448141
7599	0.836298	0.448141
7600	0.454612	0.733388
7601	0.454612	0.733388
7602	0.454612	0.733388
7603	0.454612	0.733388
7604	0.0389157	0.961608
7605	0.376288	1.20808
7606	0.733261	0.768247
7607	0.733261	0.768247
7608	0.733261	0.768247
7609	0.733261	0.768247
7610	1.04223	0.836457
7611	1.04223	0.836457
7612	1.38349	0.591354
7613	1.12308	0.305697
7614	1.12308	0.305697
7615	1.07506	0.354598
7616	1.07506	0.354598
7617	0.771268	0.546296
7618	0.771268	0.546296
7619	0.771268	0.546296
7620	0.708022	0.659859
7621	0.620697	0.727685
7622	0.635655	0.568851
7623	0.635655	0.568851
7624	0.635655	0.568851
7625	0.635655	0.568851
7626	0.635655	0.568851
7627	0.829607	0.557175
7628	0.829607	0.557175
7629	0.519038	0.941741
7630	0.519038	0.941741
7631	0.519038	0.941741
7632	0.341719	1.35751
7633	0.341719	1.35751
7634	0.0513909	1.11253
7635	0.294179	0.650257
7636	0.294179	0.650257
7637	0.571306	0.985882
7638	0.846889	0.704055
7639	0.846889	0.704055
7640	0.846889	0.704055
7641	0.846889	0.704055
7642	0.846889	0.704055
7643	0.846889	0.704055
7644	0.846889	0.704055
7645	0.846889	0.704055
7646	0.846889	0.704055
7647	0.846889	0.704055
7648	0.692799	0.710693
7649	0.708694	0.665183
7650	0.708694	0.665183
7651	0.894593	0.775195
7652	0.894593	0.775195
7653	0.894593	0.775195
7654	0.894593	0.775195
7655	0.697	0.666552
7656	0.778577	0.595085
7657	0.778577	0.595085
7658	0.778577	0.595085
7659	0.778577	0.595085
7660	0.687779	0.435937
7661	0.687779	0.435937
7662	0.687779	0.435937
7663	0.809671	0.53872
7664	0.809671	0.53872
7665	0.809671	0.53872
7666	0.809671	0.53872
7667	0.809671	0.53872
7668	0.809671	0.53872
7669	0.809671	0.53872
7670	0.809671	0.53872
7671	0.809671	0.53872
7672	0.719487	0.731855
7673	0.719487	0.731855
7674	0.561397	0.731562
7675	0.561397	0.731562
7676	0.561397	0.731562
7677	0.749109	0.717785
7678	0.749109	0.717785
7679	0.289557	0.761324
7680	0.449352	0.745141
7681	0.449352	0.745141
7682	0.449352	0.745141
7683	0.449352	0.745141
7684	0.449352	0.745141
7685	0.449352	0.745141
7686	0.674489	0.805514
7687	0.674489	0.805514
7688	0.355959	1.15244
7689	0.355959	1.15244
7690	0.23013	1.20177
7691	0.140368	0.951713
7692	0.509218	0.625929
7693	0.509218	0.625929
7694	0.988506	0.469247
7695	0.874183	0.440085
7696	0.874183	0.440085
7697	0.874183	0.440085
7698	0.874183	0.440085
7699	0.874183	0.440085
7700	0.718325	0.817918
7701	1.00739	0.578112
7702	0.629829	1.04057
7703	1.02659	0.843274
7704	1.16834	0.592986
7705	1.16834	0.592986
7706	0.86811	0.895858
7707	0.456553	1.23859
7708	0.36482	1.18843
7709	0.36482	1.18843
7710	0.36482	1.18843
7711	0.36482	1.18843
7712	0.36482	1.18843
7713	0.274605	0.946791
7714	0.274605	0.946791
7715	0.507987	0.811308
7716	0.507987	0.811308
7717	0.507987	0.811308
7718	0.609051	0.799618
7719	0.609051	0.799618
7720	0.613728	0.833574
7721	0.613728	0.833574
7722	0.613728	0.833574
7723	0.613728	0.833574
7724	0.613728	0.833574
7725	0.616517	0.656866
7726	0.643759	0.894598
7727	0.547045	1.20238
7728	0.270959	1.24841
7729	0.128044	0.801796
7730	0.128044	0.801796
7731	0.100053	1.11931
7732	0.100053	1.11931
7733	0.100053	1.11931
7734	0.278141	0.694828
7735	0.195475	0.773851
7736	0.491326	0.589097
7737	0.620998	0.738862
7738	0.620998	0.738862
7739	0.906186	0.50144
7740	0.721099	0.616563
7741	0.721099	0.616563
7742	0.23866	0.964543
7743	0.23866	0.964543
7744	0.23866	0.964543
7745	0.23866	0.964543
7746	0.280314	0.875255
7747	0.709125	0.744874
7748	0.709125	0.744874
7749	0.524074	0.584963
7750	0.798945	1.02095
7751	0.798945	1.02095
7752	0.317246	1.23777
7753	0.31908	0.961803
7754	0.31908	0.961803
7755	0.690694	0.590253
7756	0.690694	0.590253
7757	0.690694	0.590253
7758	0.614063	0.494608
7759	0.614063	0.494608
7760	0.614063	0.494608
7761	0.900653	0.454393
7762	0.900653	0.454393
7763	0.602076	0.749954
7764	0.821116	0.76393
7765	0.520646	0.923334
7766	0.520646	0.923334
7767	0.578647	0.712788
7768	0.578647	0.712788
7769	0.560254	0.735242
7770	0.560254	0.735242
7771	0.589551	1.14122
7772	0.589551	1.14122
7773	0.61681	0.688311
7774	0.61681	0.688311
7775	1.11548	0.441762
7776	1.11548	0.441762
7777	1.11548	0.441762
7778	1.11548	0.441762
7779	1.11548	0.441762
7780	1.11548	0.441762
7781	1.11548	0.441762
7782	1.11548	0.441762
7783	1.11548	0.441762
7784	1.11548	0.441762
7785	0.834735	0.567609
7786	0.834735	0.567609
7787	0.834735	0.567609
7788	0.692797	0.575789
7789	0.692797	0.575789
7790	0.692797	0.575789
7791	0.692797	0.575789
7792	0.692797	0.575789
7793	0.692797	0.575789
7794	0.692797	0.575789
7795	0.590057	0.637478
7796	0.590057	0.637478
7797	0.590057	0.637478
7798	0.813028	0.506066
7799	0.813028	0.506066
7800	0.813028	0.506066
7801	0.813028	0.506066
7802	0.813028	0.506066
7803	0.813028	0.506066
7804	0.336749	0.908106
7805	0.336749	0.908106
7806	0.336749	0.908106
7807	0.336749	0.908106
7808	0.336749	0.908106
7809	0.336749	0.908106
7810	0.392318	0.604187
7811	0.020509	0.944034
7812	0.020509	0.944034
7813	0.312969	0.856163
7814	0.278064	0.757798
7815	0.59982	0.687505
7816	0.334779	0.64106
7817	0.334779	0.64106
7818	0.334779	0.64106
7819	0.334779	0.64106
7820	0.334779	0.64106
7821	0.334779	0.64106
7822	0.334779	0.64106
7823	0.662903	0.658899
7824	0.302991	0.733892
7825	0.75304	0.525134
7826	0.75304	0.525134
7827	0.75304	0.525134
7828	1.06474	0.471322
7829	1.06474	0.471322
7830	1.06474	0.471322
7831	1.06474	0.471322
7832	1.06474	0.471322
7833	1.06474	0.471322
7834	1.06474	0.471322
7835	0.61486	0.465385
7836	0.973501	0.596024
7837	0.604995	0.75767
7838	0.604995	0.75767
7839	0.604995	0.75767
7840	0.604995	0.75767
7841	0.89702	0.667238
7842	0.89702	0.667238
7843	0.89702	0.667238
7844	0.89702	0.667238
7845	0.89702	0.667238
7846	0.89702	0.667238
7847	0.89702	0.667238
7848	0.89702	0.667238
7849	0.89702	0.667238
7850	0.89702	0.667238
7851	0.89702	0.667238
7852	0.957933	0.397385
7853	1.06017	0.640044
7854	0.736912	0.771409
7855	0.736912	0.771409
7856	0.736912	0.771409
7857	0.736912	0.771409
7858	0.736912	0.771409
7859	0.852287	0.477609
7860	0.852287	0.477609
7861	0.727927	0.931656
7862	0.312147	0.856279
7863	0.0569597	1.2574
7864	0.112666	1.32176
7865	0.112666	1.32176
7866	0.112666	1.32176
7867	0.0766444	1.06497
7868	0.246975	0.848848
7869	0.246975	0.848848
7870	0.0370018	0.956658
7871	0.0370018	0.956658
7872	0.42301	0.64861
7873	0.42301	0.64861
7874	0.42301	0.64861
7875	0.42301	0.64861
7876	0.42301	0.64861
7877	0.70217	0.945086
7878	0.344376	1.15901
7879	0.70668	0.840783
7880	0.70668	0.840783
7881	0.70668	0.840783
7882	0.70668	0.840783
7883	0.764752	0.971315
7884	0.334816	0.755442
7885	0.129553	0.791551
7886	0.129553	0.791551
7887	0.275573	0.883355
7888	0.00539141	0.991168
7889	0.00539141	0.991168
7890	0.478828	0.703474
7891	0.295635	1.06362
7892	0.295635	1.06362
7893	0.059975	1.22093
7894	0.187677	0.825654
7895	0.472613	0.895609
7896	0.472613	0.895609
7897	0.472613	0.895609
7898	0.639754	0.795453
7899	0.639754	0.795453
7900	1.10224	0.683452
7901	1.10224	0.683452
7902	0.720284	0.950804
7903	0.720284	0.950804
7904	0.720284	0.950804
7905	1.03234	0.791343
7906	1.03234	0.791343
7907	0.816226	0.484762
7908	0.467733	0.981899
7909	0.587973	0.92476
7910	0.587973	0.92476
7911	0.587973	0.92476
7912	0.587973	0.92476
7913	0.326288	1.14001
7914	0.326288	1.14001
7915	0.134323	0.666214
7916	0.134323	0.666214
7917	0.182075	0.750763
7918	0.176644	1.07261
7919	0.426118	1.06419
7920	0.426118	1.06419
7921	0.426118	1.06419
7922	0.426118	1.06419
7923	0.426118	1.06419
7924	0.00595798	0.81958
7925	0.00595798	0.81958
7926	0.491849	1.27768
7927	0.268456	1.27343
7928	0.440301	1.08776
7929	0.617346	1.16024
7930	0.305119	1.14256
7931	0.172513	0.875168
7932	0.0253081	0.884243
7933	0.0253081	0.884243
7934	0.0253081	0.884243
7935	0.122442	1.32449
7936	0.122442	1.32449
7937	0.294339	1.14253
7938	0.218823	1.12507
7939	0.218823	1.12507
7940	0.336212	0.749994
7941	0.336212	0.749994
7942	0.149512	1.00125
7943	0.500223	0.59055
7944	0.454933	0.762203
7945	0.454933	0.762203
7946	0.209111	0.920377
7947	0.209111	0.920377
7948	0.209111	0.920377
7949	0.236577	0.945256
7950	0.236577	0.945256
7951	0.590076	0.622528
7952	0.893941	0.620356
7953	0.929497	0.611689
7954	0.929497	0.611689
7955	0.929497	0.611689
7956	0.929497	0.611689
7957	0.929497	0.611689
7958	0.929497	0.611689
7959	0.929497	0.611689
7960	0.929497	0.611689
7961	0.929497	0.611689
7962	0.929497	0.611689
7963	0.929497	0.611689
7964	0.487027	0.578586
7965	0.864153	1.0387
7966	1.24496	0.767191
7967	1.26763	0.53534
7968	1.26763	0.53534
7969	0.823537	0.617359
7970	0.823537	0.617359
7971	0.531346	0.947479
7972	0.823802	0.672286
7973	0.823802	0.672286
7974	0.823802	0.672286
7975	0.823802	0.672286
7976	0.823802	0.672286
7977	0.823802	0.672286
7978	0.823802	0.672286
7979	0.809688	0.534831
7980	0.809688	0.534831
7981	0.809688	0.534831
7982	0.809688	0.534831
7983	0.809688	0.534831
7984	0.381519	0.406848
7985	0.381519	0.406848
7986	0.381519	0.406848
7987	0.656744	0.418629
7988	0.656744	0.418629
7989	0.656744	0.418629
7990	0.656744	0.418629
7991	0.656744	0.418629
7992	0.9499	0.592228
7993	0.9499	0.592228
7994	0.9499	0.592228
7995	0.9499	0.592228
7996	0.9499	0.592228
7997	0.9499	0.592228
7998	0.609763	0.717529
7999	0.609763	0.717529
8000	0.609763	0.717529
8001	0.609763	0.717529
8002	0.609763	0.717529
8003	0.609763	0.717529
8004	0.594275	0.943262
8005	0.361053	0.989408
8006	0.622457	0.802088
8007	0.622457	0.802088
8008	0.912508	0.458647
8009	0.706133	0.590307
8010	0.745622	0.755644
8011	0.745622	0.755644
8012	0.745622	0.755644
8013	0.745622	0.755644
8014	0.745622	0.755644
8015	0.745622	0.755644
8016	0.745622	0.755644
8017	0.815877	0.5158
8018	0.815877	0.5158
8019	0.815877	0.5158
8020	0.815877	0.5158
8021	0.815877	0.5158
8022	0.999469	0.725785
8023	0.999469	0.725785
8024	0.999469	0.725785
8025	0.999469	0.725785
8026	0.999469	0.725785
8027	0.999469	0.725785
8028	1.05776	0.535904
8029	1.05776	0.535904
8030	1.05776	0.535904
8031	1.05776	0.535904
8032	1.05776	0.535904
8033	1.05776	0.535904
8034	1.05776	0.535904
8035	0.642755	0.602483
8036	0.821946	0.746009
8037	0.821946	0.746009
8038	0.821946	0.746009
8039	0.35418	0.885037
8040	0.340792	0.95586
8041	0.340792	0.95586
8042	0.340792	0.95586
8043	0.340792	0.95586
8044	0.340792	0.95586
8045	0.57064	0.915016
8046	0.567693	0.993495
8047	0.343943	0.907439
8048	0.343943	0.907439
8049	0.515332	0.666504
8050	0.905225	0.725981
8051	0.905225	0.725981
8052	0.905225	0.725981
8053	0.905225	0.725981
8054	0.905225	0.725981
8055	0.761612	0.61688
8056	0.761612	0.61688
8057	0.761612	0.61688
8058	0.761612	0.61688
8059	1.03563	0.704077
8060	1.03563	0.704077
8061	0.823943	0.665349
8062	0.733313	0.831712
8063	0.76565	0.666823
8064	0.76565	0.666823
8065	0.89469	0.608896
8066	0.89469	0.608896
8067	0.89469	0.608896
8068	0.89469	0.608896
8069	0.649245	0.528095
8070	0.649245	0.528095
8071	0.649245	0.528095
8072	0.393176	0.922394
8073	0.393176	0.922394
8074	0.0571719	1.03746
8075	0.123823	1.09001
8076	0.123823	1.09001
8077	0.123823	1.09001
8078	0.123823	1.09001
8079	0.123823	1.09001
8080	0.086324	1.16842
8081	0.086324	1.16842
8082	0.086324	1.16842
8083	0.086324	1.16842
8084	0.0961449	0.727297
8085	0.500278	0.799846
8086	0.806681	0.696379
8087	0.806681	0.696379
8088	0.852959	0.767993
8089	0.852959	0.767993
8090	0.954358	0.696306
8091	0.954358	0.696306
8092	0.954358	0.696306
8093	0.770008	0.539475
8094	0.770008	0.539475
8095	0.770008	0.539475
8096	0.633739	0.754675
8097	1.06308	0.585474
8098	1.06308	0.585474
8099	1.06308	0.585474
8100	1.06308	0.585474
8101	1.06308	0.585474
8102	1.06308	0.585474
8103	1.06308	0.585474
8104	1.06308	0.585474
8105	1.06308	0.585474
8106	1.06308	0.585474
8107	0.996156	0.734217
8108	0.639131	0.879845
8109	0.639131	0.879845
8110	0.639131	0.879845
8111	0.237278	0.986267
8112	0.237278	0.986267
8113	0.237278	0.986267
8114	0.237278	0.986267
8115	0.237278	0.986267
8116	0.237278	0.986267
8117	0.561099	0.626339
8118	0.561099	0.626339
8119	0.481832	0.637941
8120	0.481832	0.637941
8121	0.481832	0.637941
8122	0.898531	0.520132
8123	0.898531	0.520132
8124	0.703394	0.814468
8125	0.703394	0.814468
8126	0.703394	0.814468
8127	0.98025	0.591045
8128	0.902869	0.713832
8129	0.791129	0.837514
8130	0.791129	0.837514
8131	0.655995	0.85275
8132	0.343523	1.03485
8133	0.728918	0.604084
8134	0.728918	0.604084
8135	0.728918	0.604084
8136	0.728918	0.604084
8137	0.728918	0.604084
8138	0.728918	0.604084
8139	0.728918	0.604084
8140	0.692676	0.548384
8141	0.692676	0.548384
8142	0.547315	0.836962
8143	0.547315	0.836962
8144	0.16194	1.06658
8145	0.16194	1.06658
8146	0.16194	1.06658
8147	0.0864825	0.952241
8148	0.00198569	1.09504
8149	0.00198569	1.09504
8150	0.0108912	0.84338
8151	0.299297	1.05826
8152	0.653558	0.816622
8153	0.653558	0.816622
8154	0.527714	0.805477
8155	0.527714	0.805477
8156	0.820484	0.551523
8157	0.820484	0.551523
8158	0.820484	0.551523
8159	0.820484	0.551523
8160	0.578706	0.719389
8161	0.436688	0.792418
8162	0.436688	0.792418
8163	0.436688	0.792418
8164	0.227333	0.941126
8165	0.227333	0.941126
8166	0.227333	0.941126
8167	0.227333	0.941126
8168	0.227333	0.941126
8169	0.227333	0.941126
8170	0.227333	0.941126
8171	0.227333	0.941126
8172	0.0830295	0.989754
8173	0.0830295	0.989754
8174	0.0830295	0.989754
8175	0.0830295	0.989754
8176	0.548071	0.841608
8177	0.265512	0.872367
8178	0.31362	1.0101
8179	0.0881833	0.833563
8180	0.0434531	0.89819
8181	0.0434531	0.89819
8182	0.231848	0.983676
8183	0.291218	0.94483
8184	0.291218	0.94483
8185	0.144715	1.34161
8186	0.0762904	1.04933
8187	0.13314	0.857758
8188	0.13314	0.857758
8189	0.162684	0.98181
8190	0.162684	0.98181
8191	0.162684	0.98181
8192	0.107883	1.11826
8193	0.143366	0.87999
8194	0.143366	0.87999
8195	0.143366	0.87999
8196	0.143366	0.87999
8197	0.143366	0.87999
8198	0.199674	1.09671
8199	0.199674	1.09671
8200	0.199674	1.09671
8201	0.687968	0.735019
8202	0.687968	0.735019
8203	0.687968	0.735019
8204	0.749693	0.814975
8205	0.749693	0.814975
8206	0.749693	0.814975
8207	0.749693	0.814975
8208	0.491421	0.978196
8209	0.952285	0.782404
8210	0.952285	0.782404
8211	0.952285	0.782404
8212	0.952285	0.782404
8213	0.497764	1.0419
8214	0.499942	0.673912
8215	0.634106	0.836405
8216	0.634106	0.836405
8217	0.568489	1.00618
8218	0.596631	1.0329
8219	0.99065	0.60473
8220	0.596481	0.676532
8221	0.596481	0.676532
8222	0.596481	0.676532
8223	0.76995	0.610392
8224	0.76995	0.610392
8225	0.76995	0.610392
8226	0.843812	0.613306
8227	0.843812	0.613306
8228	0.843812	0.613306
8229	0.843812	0.613306
8230	0.843812	0.613306
8231	0.843812	0.613306
8232	0.843812	0.613306
8233	0.843812	0.613306
8234	0.985371	0.725871
8235	0.985371	0.725871
8236	0.669318	0.542581
8237	0.669318	0.542581
8238	0.669318	0.542581
8239	0.669318	0.542581
8240	0.456571	1.03826
8241	0.836833	0.748361
8242	1.13065	0.521564
8243	1.13065	0.521564
8244	1.13065	0.521564
8245	1.13065	0.521564
8246	1.13065	0.521564
8247	1.13065	0.521564
8248	1.13065	0.521564
8249	0.764367	0.786604
8250	0.764367	0.786604
8251	0.764367	0.786604
8252	0.638603	0.584004
8253	0.638603	0.584004
8254	0.638603	0.584004
8255	0.638603	0.584004
8256	0.638603	0.584004
8257	0.638603	0.584004
8258	0.638603	0.584004
8259	0.752484	0.540637
8260	0.752484	0.540637
8261	0.752484	0.540637
8262	0.347716	0.777137
8263	0.347716	0.777137
8264	0.347716	0.777137
8265	0.179694	0.72377
8266	0.0832895	0.802486
8267	0.0832895	0.802486
8268	0.0832895	0.802486
8269	0.507476	1.00817
8270	0.367416	0.712827
8271	0.367416	0.712827
8272	0.367416	0.712827
8273	0.000960476	0.922216
8274	0.167564	1.08145
8275	0.587127	0.892838
8276	0.738591	0.867193
8277	0.738591	0.867193
8278	0.738591	0.867193
8279	0.738591	0.867193
8280	0.532707	0.507425
8281	0.588966	0.496996
8282	0.588966	0.496996
8283	0.588966	0.496996
8284	0.588966	0.496996
8285	0.588966	0.496996
8286	0.588966	0.496996
8287	0.412554	0.840228
8288	0.212099	1.01173
8289	0.212099	1.01173
8290	0.212099	1.01173
8291	0.212099	1.01173
8292	0.212099	1.01173
8293	0.212099	1.01173
8294	0.22543	1.09446
8295	0.22543	1.09446
8296	0.22543	1.09446
8297	0.22543	1.09446
8298	0.22543	1.09446
8299	0.570437	0.911123
8300	0.570437	0.911123
8301	0.570437	0.911123
8302	0.570437	0.911123
8303	0.570437	0.911123
8304	0.896071	0.570839
8305	0.896071	0.570839
8306	0.779439	0.669763
8307	0.779439	0.669763
8308	0.779439	0.669763
8309	0.779439	0.669763
8310	0.536417	1.07303
8311	0.269876	1.09046
8312	0.269876	1.09046
8313	0.269876	1.09046
8314	0.269876	1.09046
8315	0.0742002	0.76392
8316	0.214334	0.6787
8317	0.144903	0.910719
8318	0.144903	0.910719
8319	0.142462	1.2355
8320	0.354217	1.10675
8321	0.354217	1.10675
8322	0.840554	0.786489
8323	0.840554	0.786489
8324	0.54261	0.669897
8325	0.54261	0.669897
8326	0.54261	0.669897
8327	0.478721	0.955249
8328	0.478721	0.955249
8329	0.198784	1.05922
8330	0.198784	1.05922
8331	0.198784	1.05922
8332	0.174616	1.11195
8333	0.174616	1.11195
8334	0.39923	0.697891
8335	0.676334	0.426325
8336	0.676334	0.426325
8337	0.676334	0.426325
8338	0.676334	0.426325
8339	0.676334	0.426325
8340	0.676334	0.426325
8341	0.676334	0.426325
8342	0.676334	0.426325
8343	0.676334	0.426325
8344	0.685832	0.878771
8345	0.679325	0.852126
8346	0.660914	0.491101
8347	0.660914	0.491101
8348	0.660914	0.491101
8349	0.660914	0.491101
8350	0.660914	0.491101
8351	0.715863	0.974924
8352	0.470816	0.847251
8353	0.470816	0.847251
8354	0.470816	0.847251
8355	0.597086	0.563531
8356	0.597086	0.563531
8357	0.597086	0.563531
8358	0.597086	0.563531
8359	0.509364	0.726864
8360	0.509364	0.726864
8361	0.798806	0.847702
8362	0.798806	0.847702
8363	0.798806	0.847702
8364	1.0103	0.587182
8365	1.14878	0.678167
8366	1.14878	0.678167
8367	1.14878	0.678167
8368	1.18122	0.501393
8369	1.18122	0.501393
8370	1.18122	0.501393
8371	1.04201	0.462135
8372	1.04201	0.462135
8373	0.745651	0.857368
8374	0.745651	0.857368
8375	0.478154	0.842192
8376	0.024836	1.17376
8377	0.361876	0.902784
8378	0.361876	0.902784
8379	0.361876	0.902784
8380	0.142768	0.959475
8381	0.142768	0.959475
8382	0.142768	0.959475
8383	0.142768	0.959475
8384	0.44297	0.720064
8385	0.501467	0.951479
8386	0.501467	0.951479
8387	0.81224	0.837513
8388	0.81224	0.837513
8389	0.81224	0.837513
8390	0.81224	0.837513
8391	0.692473	0.770222
8392	0.692473	0.770222
8393	0.692473	0.770222
8394	0.692473	0.770222
8395	0.692473	0.770222
8396	0.63305	0.524489
8397	0.990703	0.615359
8398	0.990703	0.615359
8399	0.990703	0.615359
8400	0.990703	0.615359
8401	0.990703	0.615359
8402	0.990703	0.615359
8403	0.990703	0.615359
8404	0.749711	0.677651
8405	0.749711	0.677651
8406	0.749711	0.677651
8407	0.40498	0.809114
8408	0.40498	0.809114
8409	0.801584	0.43579
8410	0.576761	0.528911
8411	0.458571	1.01945
8412	0.0600599	1.25391
8413	0.308322	1.20733
8414	0.0590994	1.26466
8415	0.0590994	1.26466
8416	0.0590994	1.26466
8417	0.248182	1.09072
8418	0.248182	1.09072
8419	0.228171	0.874492
8420	0.207239	0.928396
8421	0.207239	0.928396
8422	0.273959	0.522634
8423	0.0984629	1.01238
8424	0.396427	0.751454
8425	0.176546	1.09869
8426	0.176546	1.09869
8427	0.176546	1.09869
8428	0.39615	0.913102
8429	0.705492	0.780476
8430	0.705492	0.780476
8431	0.705492	0.780476
8432	0.483134	0.656862
8433	0.483134	0.656862
8434	0.779367	0.934784
8435	0.779367	0.934784
8436	0.779367	0.934784
8437	0.779367	0.934784
8438	0.779367	0.934784
8439	0.779367	0.934784
8440	0.641231	1.04087
8441	0.641231	1.04087
8442	0.615546	0.620716
8443	0.615546	0.620716
8444	0.615546	0.620716
8445	0.560065	0.851179
8446	0.345905	0.830569
8447	0.345905	0.830569
8448	0.345905	0.830569
8449	0.818033	0.530045
8450	0.818033	0.530045
8451	0.818033	0.530045
8452	0.818033	0.530045
8453	0.818033	0.530045
8454	0.818033	0.530045
8455	0.818033	0.530045
8456	0.818033	0.530045
8457	0.818033	0.530045
8458	0.818033	0.530045
8459	0.818033	0.530045
8460	0.687244	0.771107
8461	0.209058	0.78357
8462	0.0711119	1.22337
8463	0.0711119	1.22337
8464	0.0711119	1.22337
8465	0.151559	1.033
8466	0.151559	1.033
8467	0.151559	1.033
8468	0.151559	1.033
8469	0.151559	1.033
8470	0.151559	1.033
8471	0.151559	1.033
8472	0.323542	0.849587
8473	0.323542	0.849587
8474	0.323542	0.849587
8475	0.323542	0.849587
8476	0.323542	0.849587
8477	0.323542	0.849587
8478	0.602701	0.550196
8479	0.602701	0.550196
8480	0.542027	0.914384
8481	0.643543	1.07078
8482	0.482147	0.82937
8483	0.224917	0.967445
8484	0.224917	0.967445
8485	0.390009	0.714666
8486	0.471386	0.684919
8487	0.471386	0.684919
8488	0.124346	1.01459
8489	0.558213	0.684687
8490	0.558213	0.684687
8491	0.628299	0.995552
8492	0.265115	0.781895
8493	0.265115	0.781895
8494	0.166465	0.999812
8495	0.123762	0.98248
8496	0.447302	0.60474
8497	0.447302	0.60474
8498	0.447302	0.60474
8499	0.447302	0.60474
8500	0.447302	0.60474
8501	0.447302	0.60474
8502	0.667704	0.500833
8503	0.516027	0.814683
8504	0.516027	0.814683
8505	0.306329	0.977267
8506	0.306329	0.977267
8507	0.306329	0.977267
8508	0.306329	0.977267
8509	0.306329	0.977267
8510	0.306329	0.977267
8511	0.511614	0.999447
8512	0.649889	0.640483
8513	0.725314	0.97444
8514	0.725314	0.97444
8515	0.922522	0.766211
8516	0.922522	0.766211
8517	0.922522	0.766211
8518	0.922522	0.766211
8519	0.922522	0.766211
8520	1.23169	0.565703
8521	1.23169	0.565703
8522	1.23169	0.565703
8523	1.13282	0.648534
8524	1.13282	0.648534
8525	1.13282	0.648534
8526	1.13282	0.648534
8527	1.13282	0.648534
8528	1.13282	0.648534
8529	1.13282	0.648534
8530	1.13282	0.648534
8531	0.86485	0.698321
8532	0.810217	0.50609
8533	0.38308	0.849144
8534	0.38308	0.849144
8535	0.38308	0.849144
8536	0.380326	0.668972
8537	0.380326	0.668972
8538	0.0357759	1.11423
8539	0.0357759	1.11423
8540	0.120853	0.952984
8541	0.120853	0.952984
8542	0.262056	1.1187
8543	0.0182601	1.13153
8544	0.119593	0.873856
8545	0.119593	0.873856
8546	0.119593	0.873856
8547	0.119593	0.873856
8548	0.299669	0.885993
8549	0.299669	0.885993
8550	0.476973	0.974169
8551	0.476973	0.974169
8552	0.0270496	1.1315
8553	0.0270496	1.1315
8554	0.490886	1.01727
8555	0.682544	0.695449
8556	0.682544	0.695449
8557	0.682544	0.695449
8558	0.906255	0.985801
8559	0.906255	0.985801
8560	0.705621	0.764541
8561	0.708292	0.874005
8562	0.708292	0.874005
8563	0.708292	0.874005
