step	mu	sigma
8564	0.708292	0.874005
8565	0.512374	0.576124
8566	0.512374	0.576124
8567	0.450817	0.718792
8568	0.450817	0.718792
8569	0.450817	0.718792
8570	0.123229	0.924361
8571	0.192175	1.08315
8572	0.192175	1.08315
8573	0.192175	1.08315
8574	0.192175	1.08315
8575	0.192175	1.08315
8576	0.192175	1.08315
8577	0.192175	1.08315
8578	0.192175	1.08315
8579	0.0968048	1.17669
8580	0.0968048	1.17669
8581	0.365688	0.940074
8582	0.7182	0.535312
8583	0.7182	0.535312
8584	0.529772	0.443961
8585	0.803955	0.542627
8586	0.803955	0.542627
8587	0.803955	0.542627
8588	0.803955	0.542627
8589	0.31282	0.951304
8590	0.676289	0.885821
8591	0.261943	1.12847
8592	0.203423	1.39321
8593	0.0962028	1.01083
8594	0.0962028	1.01083
8595	0.0962028	1.01083
8596	0.0962028	1.01083
8597	0.0962028	1.01083
8598	0.590878	1.03608
8599	0.837136	0.686726
8600	0.837136	0.686726
8601	0.837136	0.686726
8602	0.837136	0.686726
8603	0.837136	0.686726
8604	0.656708	0.839041
8605	0.553498	0.757545
8606	0.553498	0.757545
8607	0.553498	0.757545
8608	0.553498	0.757545
8609	0.553498	0.757545
8610	0.8054	0.784288
8611	0.322485	0.925712
8612	0.322485	0.925712
8613	0.322485	0.925712
8614	0.322485	0.925712
8615	0.597042	0.61999
8616	0.597042	0.61999
8617	0.567896	0.869951
8618	0.567896	0.869951
8619	0.567896	0.869951
8620	0.10099	0.506912
8621	0.10099	0.506912
8622	0.0471807	0.788496
8623	0.376599	0.895259
8624	0.376599	0.895259
8625	0.376599	0.895259
8626	0.855147	0.711031
8627	0.855147	0.711031
8628	0.855147	0.711031
8629	0.855147	0.711031
8630	0.855147	0.711031
8631	0.855147	0.711031
8632	0.855147	0.711031
8633	0.855147	0.711031
8634	0.855147	0.711031
8635	0.855147	0.711031
8636	0.855147	0.711031
8637	0.855147	0.711031
8638	0.855147	0.711031
8639	0.515273	0.930998
8640	0.515273	0.930998
8641	0.515273	0.930998
8642	0.515273	0.930998
8643	0.515273	0.930998
8644	0.515273	0.930998
8645	0.515273	0.930998
8646	0.250203	0.976713
8647	0.250203	0.976713
8648	0.162467	0.975247
8649	0.162467	0.975247
8650	0.17483	0.667309
8651	0.17483	0.667309
8652	0.17483	0.667309
8653	0.257066	0.779908
8654	0.257066	0.779908
8655	0.257066	0.779908
8656	0.257066	0.779908
8657	0.638696	0.711675
8658	0.638696	0.711675
8659	0.638696	0.711675
8660	0.638696	0.711675
8661	0.638696	0.711675
8662	0.638696	0.711675
8663	0.638696	0.711675
8664	0.638696	0.711675
8665	0.679362	0.53509
8666	0.767925	0.869192
8667	0.904056	0.598536
8668	0.904056	0.598536
8669	0.904056	0.598536
8670	0.904056	0.598536
8671	0.795652	0.587082
8672	0.795652	0.587082
8673	0.795652	0.587082
8674	0.795652	0.587082
8675	0.795652	0.587082
8676	0.795652	0.587082
8677	0.795652	0.587082
8678	0.795652	0.587082
8679	0.795652	0.587082
8680	0.795652	0.587082
8681	0.795652	0.587082
8682	0.795652	0.587082
8683	0.795652	0.587082
8684	0.795652	0.587082
8685	0.795652	0.587082
8686	0.795652	0.587082
8687	0.915978	0.644625
8688	0.915978	0.644625
8689	0.692346	0.606497
8690	0.692346	0.606497
8691	0.792781	0.801505
8692	0.62348	0.921486
8693	0.62348	0.921486
8694	0.62348	0.921486
8695	1.028	0.628353
8696	1.028	0.628353
8697	1.028	0.628353
8698	1.028	0.628353
8699	1.028	0.628353
8700	1.028	0.628353
8701	0.550288	0.573301
8702	0.550288	0.573301
8703	0.550288	0.573301
8704	0.608333	0.868045
8705	0.608333	0.868045
8706	0.608333	0.868045
8707	0.608333	0.868045
8708	0.608333	0.868045
8709	0.816476	0.644784
8710	0.816476	0.644784
8711	0.928808	0.511877
8712	0.928808	0.511877
8713	0.928808	0.511877
8714	0.928808	0.511877
8715	0.928808	0.511877
8716	0.679501	0.643388
8717	0.679501	0.643388
8718	0.679501	0.643388
8719	0.679501	0.643388
8720	0.679501	0.643388
8721	0.679501	0.643388
8722	0.571772	0.650626
8723	0.571772	0.650626
8724	0.720554	0.895287
8725	0.720554	0.895287
8726	0.720554	0.895287
8727	1.12207	0.750861
8728	1.12207	0.750861
8729	1.07408	0.392609
8730	1.07408	0.392609
8731	1.07408	0.392609
8732	0.972252	0.434419
8733	0.826688	0.852662
8734	0.826688	0.852662
8735	0.558742	0.525665
8736	0.558742	0.525665
8737	0.597769	0.418665
8738	0.62836	0.625952
8739	0.62836	0.625952
8740	0.62836	0.625952
8741	0.62836	0.625952
8742	0.62836	0.625952
8743	0.64543	0.620836
8744	0.64543	0.620836
8745	0.64543	0.620836
8746	0.64543	0.620836
8747	0.64543	0.620836
8748	0.64543	0.620836
8749	0.391052	0.659008
8750	0.798078	0.617231
8751	0.798078	0.617231
8752	0.798078	0.617231
8753	0.798078	0.617231
8754	0.465919	1.10419
8755	0.465919	1.10419
8756	0.465919	1.10419
8757	0.620074	0.620898
8758	0.620074	0.620898
8759	0.620074	0.620898
8760	0.349368	0.881252
8761	0.806085	0.662883
8762	0.806085	0.662883
8763	0.806085	0.662883
8764	0.806085	0.662883
8765	0.806085	0.662883
8766	0.806085	0.662883
8767	0.806085	0.662883
8768	0.806085	0.662883
8769	0.806085	0.662883
8770	0.806085	0.662883
8771	0.658263	0.859792
8772	0.658263	0.859792
8773	0.658263	0.859792
8774	0.658263	0.859792
8775	0.658263	0.859792
8776	0.785223	0.681056
8777	0.785223	0.681056
8778	0.742061	0.794426
8779	0.742061	0.794426
8780	0.742061	0.794426
8781	0.742061	0.794426
8782	0.742061	0.794426
8783	0.742061	0.794426
8784	0.742061	0.794426
8785	0.742061	0.794426
8786	0.742061	0.794426
8787	0.742061	0.794426
8788	0.742061	0.794426
8789	0.742061	0.794426
8790	0.389713	0.829091
8791	0.389713	0.829091
8792	0.389713	0.829091
8793	0.389713	0.829091
8794	0.389713	0.829091
8795	0.389713	0.829091
8796	0.389713	0.829091
8797	0.389713	0.829091
8798	0.389713	0.829091
8799	0.209533	1.1464
8800	0.209533	1.1464
8801	0.247323	1.11636
8802	0.247323	1.11636
8803	0.199223	1.17951
8804	0.284896	0.868132
8805	0.284896	0.868132
8806	0.284896	0.868132
8807	0.284896	0.868132
8808	0.176383	0.68255
8809	0.308849	0.780434
8810	0.308849	0.780434
8811	0.716747	0.512276
8812	0.716747	0.512276
8813	0.916581	0.882422
8814	0.916581	0.882422
8815	0.454345	1.15305
8816	0.454345	1.15305
8817	0.454345	1.15305
8818	0.454345	1.15305
8819	0.454345	1.15305
8820	0.126284	0.779517
8821	0.120493	1.15362
8822	0.249713	0.95259
8823	0.586791	0.57518
8824	0.586791	0.57518
8825	0.674772	0.989141
8826	0.481273	0.720931
8827	0.481273	0.720931
8828	0.904037	0.803406
8829	0.904037	0.803406
8830	0.904037	0.803406
8831	0.620187	0.738177
8832	0.620187	0.738177
8833	0.852071	0.589003
8834	0.852071	0.589003
8835	0.852071	0.589003
8836	0.852071	0.589003
8837	0.852071	0.589003
8838	0.6915	0.652612
8839	0.6915	0.652612
8840	0.506179	1.02083
8841	0.506179	1.02083
8842	0.65186	0.822563
8843	0.65186	0.822563
8844	0.65186	0.822563
8845	0.65186	0.822563
8846	0.65186	0.822563
8847	0.400221	0.810829
8848	0.292548	1.17045
8849	0.51206	0.962613
8850	0.690997	0.912867
8851	0.690997	0.912867
8852	0.690997	0.912867
8853	0.690997	0.912867
8854	0.690997	0.912867
8855	0.590066	0.87462
8856	0.590066	0.87462
8857	0.198792	1.0633
8858	0.198792	1.0633
8859	0.00249419	0.856291
8860	0.275452	0.819642
8861	0.275452	0.819642
8862	0.275452	0.819642
8863	0.0285109	0.99614
8864	0.0285109	0.99614
8865	0.0425827	1.07399
8866	0.0425827	1.07399
8867	0.0425827	1.07399
8868	0.0425827	1.07399
8869	0.366584	0.805728
8870	0.366584	0.805728
8871	0.366584	0.805728
8872	0.366584	0.805728
8873	0.366584	0.805728
8874	0.524374	0.896056
8875	0.833339	0.815573
8876	0.799532	0.694923
8877	0.799532	0.694923
8878	0.799532	0.694923
8879	0.799532	0.694923
8880	0.799532	0.694923
8881	0.788952	0.774787
8882	0.788952	0.774787
8883	0.788952	0.774787
8884	0.816375	0.706619
8885	0.816375	0.706619
8886	0.816375	0.706619
8887	0.816375	0.706619
8888	0.816375	0.706619
8889	0.816375	0.706619
8890	0.816375	0.706619
8891	0.816375	0.706619
8892	0.816375	0.706619
8893	0.816375	0.706619
8894	0.816375	0.706619
8895	0.545084	0.870713
8896	0.545084	0.870713
8897	0.545084	0.870713
8898	0.645503	0.644007
8899	0.645503	0.644007
8900	0.777234	0.630291
8901	0.777234	0.630291
8902	0.777234	0.630291
8903	0.777234	0.630291
8904	0.777234	0.630291
8905	0.777234	0.630291
8906	0.777234	0.630291
8907	0.777234	0.630291
8908	0.812506	0.641432
8909	0.812506	0.641432
8910	0.812506	0.641432
8911	0.812506	0.641432
8912	0.812506	0.641432
8913	0.812506	0.641432
8914	0.812506	0.641432
8915	0.370537	0.920043
8916	0.370537	0.920043
8917	0.370537	0.920043
8918	0.370537	0.920043
8919	0.664908	0.868776
8920	0.664908	0.868776
8921	0.21422	1.00738
8922	0.21422	1.00738
8923	0.21422	1.00738
8924	0.232548	0.729498
8925	0.232548	0.729498
8926	0.382134	0.411744
8927	0.433862	0.724912
8928	0.433862	0.724912
8929	0.601813	0.523973
8930	0.452336	0.452274
8931	0.93058	0.641091
8932	0.93058	0.641091
8933	0.93058	0.641091
8934	0.469644	0.858191
8935	0.469644	0.858191
8936	0.802302	0.78335
8937	0.802302	0.78335
8938	0.802302	0.78335
8939	0.802302	0.78335
8940	0.802302	0.78335
8941	0.802302	0.78335
8942	0.802302	0.78335
8943	0.397765	0.644177
8944	0.653184	0.947785
8945	0.653184	0.947785
8946	0.653184	0.947785
8947	0.653184	0.947785
8948	0.653184	0.947785
8949	0.895627	0.672843
8950	0.895627	0.672843
8951	0.594019	0.372011
8952	0.594019	0.372011
8953	0.920788	0.546872
8954	0.920788	0.546872
8955	0.920788	0.546872
8956	0.920788	0.546872
8957	0.920788	0.546872
8958	0.920788	0.546872
8959	0.897416	0.644547
8960	0.897416	0.644547
8961	0.49217	0.965464
8962	0.534327	0.947365
8963	0.75246	0.492585
8964	0.75246	0.492585
8965	0.75246	0.492585
8966	0.733703	0.869371
8967	0.457971	0.635593
8968	0.077629	0.909556
8969	0.337297	1.17609
8970	0.187267	1.32857
8971	0.187267	1.32857
8972	0.229346	1.23028
8973	0.564729	0.842857
8974	0.564729	0.842857
8975	0.564729	0.842857
8976	0.745856	0.529344
8977	0.745856	0.529344
8978	0.745856	0.529344
8979	0.745856	0.529344
8980	0.745856	0.529344
8981	0.745856	0.529344
8982	0.745856	0.529344
8983	0.745856	0.529344
8984	0.745856	0.529344
8985	0.483005	0.872346
8986	0.483005	0.872346
8987	0.617567	1.16703
8988	0.801079	0.799805
8989	0.801079	0.799805
8990	0.801079	0.799805
8991	0.801079	0.799805
8992	0.801079	0.799805
8993	0.801079	0.799805
8994	0.942639	0.524496
8995	0.942639	0.524496
8996	0.942639	0.524496
8997	0.942639	0.524496
8998	0.710099	0.686675
8999	0.710099	0.686675
9000	0.710099	0.686675
9001	0.710099	0.686675
9002	0.710099	0.686675
9003	0.710099	0.686675
9004	0.710099	0.686675
9005	0.710099	0.686675
9006	0.710099	0.686675
9007	0.710099	0.686675
9008	0.710099	0.686675
9009	0.710099	0.686675
9010	0.710099	0.686675
9011	0.710099	0.686675
9012	0.710099	0.686675
9013	0.674724	0.597354
9014	0.674724	0.597354
9015	0.674724	0.597354
9016	0.674724	0.597354
9017	0.674724	0.597354
9018	0.772044	0.652078
9019	0.77241	0.478974
9020	0.971147	0.625694
9021	0.971147	0.625694
9022	0.971147	0.625694
9023	0.971147	0.625694
9024	0.971147	0.625694
9025	0.971147	0.625694
9026	0.971147	0.625694
9027	0.971147	0.625694
9028	0.971147	0.625694
9029	0.971147	0.625694
9030	0.971147	0.625694
9031	0.971147	0.625694
9032	0.971147	0.625694
9033	0.971147	0.625694
9034	0.971147	0.625694
9035	0.971147	0.625694
9036	0.796678	0.79319
9037	0.796678	0.79319
9038	0.848176	0.535941
9039	0.848176	0.535941
9040	0.848176	0.535941
9041	1.04053	0.611153
9042	0.863571	0.551354
9043	0.863571	0.551354
9044	0.863571	0.551354
9045	0.863571	0.551354
9046	0.863571	0.551354
9047	0.863571	0.551354
9048	0.863571	0.551354
9049	0.863571	0.551354
9050	0.863571	0.551354
9051	0.863571	0.551354
9052	0.863571	0.551354
9053	0.863156	0.662505
9054	0.863156	0.662505
9055	0.863156	0.662505
9056	0.790229	0.666206
9057	0.790229	0.666206
9058	0.790229	0.666206
9059	0.790229	0.666206
9060	0.810281	0.592447
9061	0.810281	0.592447
9062	0.810281	0.592447
9063	0.810281	0.592447
9064	0.810281	0.592447
9065	0.619729	0.746651
9066	0.619729	0.746651
9067	0.619729	0.746651
9068	0.547685	0.70765
9069	0.547685	0.70765
9070	0.547685	0.70765
9071	0.547685	0.70765
9072	0.118635	1.10919
9073	0.118635	1.10919
9074	0.468907	0.81853
9075	0.0499763	0.855702
9076	0.0499763	0.855702
9077	0.0499763	0.855702
9078	0.37679	1.03471
9079	0.37679	1.03471
9080	0.37679	1.03471
9081	0.365222	0.922471
9082	0.365222	0.922471
9083	0.365222	0.922471
9084	0.365222	0.922471
9085	0.365222	0.922471
9086	0.365222	0.922471
9087	0.365222	0.922471
9088	0.365222	0.922471
9089	0.365222	0.922471
9090	0.365222	0.922471
9091	0.365222	0.922471
9092	0.832976	0.775532
9093	0.832976	0.775532
9094	0.832976	0.775532
9095	0.832976	0.775532
9096	0.423325	0.970154
9097	0.423325	0.970154
9098	0.423325	0.970154
9099	0.423325	0.970154
9100	0.229386	1.01911
9101	0.0600381	0.914892
9102	0.417939	0.817329
9103	0.598649	0.698481
9104	0.598649	0.698481
9105	0.939623	0.587225
9106	0.939623	0.587225
9107	0.939623	0.587225
9108	0.939623	0.587225
9109	0.939623	0.587225
9110	0.939623	0.587225
9111	0.939623	0.587225
9112	0.939623	0.587225
9113	0.939623	0.587225
9114	0.939623	0.587225
9115	0.939623	0.587225
9116	0.939623	0.587225
9117	0.939623	0.587225
9118	0.939623	0.587225
9119	0.939623	0.587225
9120	0.939623	0.587225
9121	0.939623	0.587225
9122	0.939623	0.587225
9123	0.939623	0.587225
9124	0.939623	0.587225
9125	0.939623	0.587225
9126	0.939623	0.587225
9127	0.939623	0.587225
9128	0.939623	0.587225
9129	0.939623	0.587225
9130	0.939623	0.587225
9131	0.834145	0.775893
9132	0.834145	0.775893
9133	0.834145	0.775893
9134	0.834145	0.775893
9135	0.881331	0.506707
9136	0.881331	0.506707
9137	0.881331	0.506707
9138	0.881331	0.506707
9139	0.881331	0.506707
9140	0.881331	0.506707
9141	0.881331	0.506707
9142	0.881331	0.506707
9143	1.04809	0.535287
9144	1.04809	0.535287
9145	1.04809	0.535287
9146	1.04809	0.535287
9147	1.04809	0.535287
9148	0.668312	0.709649
9149	0.668312	0.709649
9150	0.668312	0.709649
9151	0.668312	0.709649
9152	0.668312	0.709649
9153	0.668312	0.709649
9154	0.668312	0.709649
9155	0.668312	0.709649
9156	0.668312	0.709649
9157	0.348356	0.843035
9158	0.232924	1.10392
9159	0.340647	1.06265
9160	0.340647	1.06265
9161	0.0546366	1.0482
9162	0.0546366	1.0482
9163	0.263154	1.02592
9164	0.263154	1.02592
9165	0.601162	0.639804
9166	0.601162	0.639804
9167	0.601162	0.639804
9168	0.601162	0.639804
9169	0.601162	0.639804
9170	0.601162	0.639804
9171	0.601162	0.639804
9172	0.601162	0.639804
9173	0.601162	0.639804
9174	0.601162	0.639804
9175	0.601162	0.639804
9176	0.601162	0.639804
9177	0.601162	0.639804
9178	0.601162	0.639804
9179	0.601162	0.639804
9180	0.601162	0.639804
9181	0.601162	0.639804
9182	0.601162	0.639804
9183	0.601162	0.639804
9184	0.345021	0.779306
9185	0.345021	0.779306
9186	0.766372	0.919207
9187	0.766372	0.919207
9188	0.879449	0.556703
9189	0.516585	0.575055
9190	0.516585	0.575055
9191	0.516585	0.575055
9192	0.516585	0.575055
9193	0.516585	0.575055
9194	0.737032	0.602939
9195	0.737032	0.602939
9196	0.605776	0.61155
9197	0.605776	0.61155
9198	0.605776	0.61155
9199	0.605776	0.61155
9200	0.605776	0.61155
9201	0.605776	0.61155
9202	0.605776	0.61155
9203	0.640287	0.837813
9204	0.640287	0.837813
9205	0.640287	0.837813
9206	0.640287	0.837813
9207	0.640287	0.837813
9208	0.640287	0.837813
9209	0.640287	0.837813
9210	0.640287	0.837813
9211	0.640287	0.837813
9212	0.640287	0.837813
9213	0.640287	0.837813
9214	0.605125	0.759054
9215	0.605125	0.759054
9216	0.605125	0.759054
9217	0.605125	0.759054
9218	0.605125	0.759054
9219	0.605125	0.759054
9220	0.605125	0.759054
9221	0.605125	0.759054
9222	0.605125	0.759054
9223	0.605125	0.759054
9224	0.605125	0.759054
9225	0.605125	0.759054
9226	0.605125	0.759054
9227	0.605125	0.759054
9228	0.605125	0.759054
9229	0.771417	0.57101
9230	0.771417	0.57101
9231	0.771417	0.57101
9232	0.771417	0.57101
9233	0.771417	0.57101
9234	0.771417	0.57101
9235	0.771417	0.57101
9236	0.771417	0.57101
9237	0.771417	0.57101
9238	0.771417	0.57101
9239	0.771417	0.57101
9240	0.464984	0.864593
9241	0.464984	0.864593
9242	0.464984	0.864593
9243	0.464984	0.864593
9244	0.464984	0.864593
9245	0.464984	0.864593
9246	0.464984	0.864593
9247	0.464984	0.864593
9248	0.768567	0.726877
9249	0.531909	0.520075
9250	0.531909	0.520075
9251	0.531909	0.520075
9252	0.531909	0.520075
9253	0.531909	0.520075
9254	0.531909	0.520075
9255	0.531909	0.520075
9256	0.0621071	0.834873
9257	0.0621071	0.834873
9258	0.0621071	0.834873
9259	0.0621071	0.834873
9260	0.166489	0.951871
9261	0.166489	0.951871
9262	0.166489	0.951871
9263	0.166489	0.951871
9264	0.166489	0.951871
9265	0.166489	0.951871
9266	0.166489	0.951871
9267	0.423929	0.811729
9268	0.423929	0.811729
9269	0.133237	0.917237
9270	0.133237	0.917237
9271	0.204149	1.03407
9272	0.204149	1.03407
9273	0.204149	1.03407
9274	0.204149	1.03407
9275	0.204149	1.03407
9276	0.0191565	0.968227
9277	0.0191565	0.968227
9278	0.0191565	0.968227
9279	0.136841	1.08513
9280	0.136841	1.08513
9281	0.00308371	1.12877
9282	0.357101	0.989259
9283	0.357101	0.989259
9284	0.466065	0.716739
9285	0.466065	0.716739
9286	0.0269165	0.918543
9287	0.267191	0.798426
9288	0.55757	0.496027
9289	0.618596	0.689275
9290	0.618596	0.689275
9291	0.618596	0.689275
9292	0.618596	0.689275
9293	0.48596	0.791162
9294	0.48596	0.791162
9295	0.48596	0.791162
9296	0.0154751	0.897379
9297	0.248622	0.976215
9298	0.382678	1.00011
9299	0.428518	0.97197
9300	0.0180231	1.07566
9301	0.0180231	1.07566
9302	0.0180231	1.07566
9303	0.126667	1.03308
9304	0.126667	1.03308
9305	0.126667	1.03308
9306	0.513681	0.730203
9307	0.958818	0.516284
9308	0.958818	0.516284
9309	1.13198	0.535929
9310	1.13198	0.535929
9311	0.780129	0.916481
9312	0.780129	0.916481
9313	0.780129	0.916481
9314	0.373166	0.845671
9315	0.373166	0.845671
9316	0.0574186	1.06232
9317	0.301717	0.934115
9318	0.301717	0.934115
9319	0.301717	0.934115
9320	0.301717	0.934115
9321	0.301717	0.934115
9322	0.301717	0.934115
9323	0.301717	0.934115
9324	0.301717	0.934115
9325	0.301717	0.934115
9326	0.301717	0.934115
9327	0.301717	0.934115
9328	0.301717	0.934115
9329	0.301717	0.934115
9330	0.301717	0.934115
9331	0.301717	0.934115
9332	0.0811785	1.05877
9333	0.0811785	1.05877
9334	0.232403	0.977517
9335	0.240747	1.0226
9336	0.0551182	0.959491
9337	0.0551182	0.959491
9338	0.0551182	0.959491
9339	0.0551182	0.959491
9340	0.0551182	0.959491
9341	0.186844	1.02224
9342	0.186844	1.02224
9343	0.186844	1.02224
9344	0.255078	0.94096
9345	0.103737	1.18026
9346	0.391139	1.14247
9347	0.204866	1.09482
9348	0.204866	1.09482
9349	0.204866	1.09482
9350	0.0670372	1.22786
9351	0.0670372	1.22786
9352	0.0670372	1.22786
9353	0.0222222	0.756298
9354	0.490791	0.954121
9355	0.146197	0.84653
9356	0.146197	0.84653
9357	0.323421	0.768742
9358	0.323421	0.768742
9359	0.323421	0.768742
9360	0.323421	0.768742
9361	0.323421	0.768742
9362	0.323421	0.768742
9363	0.323421	0.768742
9364	0.323421	0.768742
9365	0.519612	1.02709
9366	0.519612	1.02709
9367	0.402304	0.770397
9368	0.503879	1.11855
9369	0.642935	0.933623
9370	0.21119	0.912729
9371	0.21119	0.912729
9372	0.21119	0.912729
9373	0.21119	0.912729
9374	0.21119	0.912729
9375	0.0721193	1.09566
9376	0.0374207	0.880295
9377	0.0374207	0.880295
9378	0.0374207	0.880295
9379	0.35353	0.635403
9380	0.745566	0.450692
9381	0.745566	0.450692
9382	0.745566	0.450692
9383	0.79227	0.933302
9384	0.79227	0.933302
9385	0.671443	0.641694
9386	0.671443	0.641694
9387	0.671443	0.641694
9388	0.671443	0.641694
9389	0.671443	0.641694
9390	0.671443	0.641694
9391	0.671443	0.641694
9392	0.787507	0.543966
9393	0.787507	0.543966
9394	0.787507	0.543966
9395	0.787507	0.543966
9396	0.787507	0.543966
9397	0.787507	0.543966
9398	0.787507	0.543966
9399	0.787507	0.543966
9400	0.665214	0.497569
9401	0.97178	0.672094
9402	0.774194	0.54504
9403	0.774194	0.54504
9404	0.774194	0.54504
9405	0.774194	0.54504
9406	0.854389	0.610506
9407	0.854389	0.610506
9408	0.854389	0.610506
9409	0.854389	0.610506
9410	0.854389	0.610506
9411	0.854389	0.610506
9412	0.854389	0.610506
9413	0.854389	0.610506
9414	0.854389	0.610506
9415	0.854389	0.610506
9416	0.854389	0.610506
9417	0.854389	0.610506
9418	0.854389	0.610506
9419	0.854389	0.610506
9420	0.854389	0.610506
9421	0.854389	0.610506
9422	0.854389	0.610506
9423	0.854389	0.610506
9424	0.854389	0.610506
9425	0.854389	0.610506
9426	0.854389	0.610506
9427	0.854389	0.610506
9428	0.499584	0.619731
9429	0.499584	0.619731
9430	0.499584	0.619731
9431	0.499584	0.619731
9432	0.439871	0.845482
9433	0.439871	0.845482
9434	0.439871	0.845482
9435	0.550548	0.969604
9436	0.834243	0.470111
9437	0.834243	0.470111
9438	0.834243	0.470111
9439	0.834243	0.470111
9440	0.472768	0.963387
9441	0.655602	0.951634
9442	0.655602	0.951634
9443	0.655602	0.951634
9444	1.02115	0.622652
9445	1.02115	0.622652
9446	1.02115	0.622652
9447	1.02115	0.622652
9448	1.02115	0.622652
9449	1.02115	0.622652
9450	1.02115	0.622652
9451	1.02115	0.622652
9452	0.911571	0.657592
9453	0.911571	0.657592
9454	0.911571	0.657592
9455	0.911571	0.657592
9456	0.911571	0.657592
9457	0.911571	0.657592
9458	0.911571	0.657592
9459	0.911571	0.657592
9460	0.911571	0.657592
9461	0.911571	0.657592
9462	0.911571	0.657592
9463	0.911571	0.657592
9464	0.911571	0.657592
9465	0.911571	0.657592
9466	0.911571	0.657592
9467	0.911571	0.657592
9468	0.911571	0.657592
9469	0.911571	0.657592
9470	0.911571	0.657592
9471	0.911571	0.657592
9472	0.911571	0.657592
9473	0.911571	0.657592
9474	0.635657	0.88619
9475	0.635657	0.88619
