x	y	z
-1.99199	1.00551	4.76751
0.929429	-1.29519	5.25875
0.929429	-1.29519	5.25875
0.929429	-1.29519	5.25875
0.929429	-1.29519	5.25875
0.929429	-1.29519	5.25875
0.877868	-2.06911	3.66411
1.38518	-3.31311	2.33189
0.540949	-1.91325	1.52154
0.540949	-1.91325	1.52154
0.540949	-1.91325	1.52154
0.540949	-1.91325	1.52154
0.540949	-1.91325	1.52154
0.639115	-4.04263	-2.16375
0.639115	-4.04263	-2.16375
0.639115	-4.04263	-2.16375
0.639115	-4.04263	-2.16375
1.27518	-0.471644	1.44885
2.17914	2.15058	-1.22804
1.46312	0.9927	-3.54276
2.6021	-0.778563	-3.52082
-0.831482	-0.94313	-3.59833
-0.732747	-1.32967	-2.09771
-0.732747	-1.32967	-2.09771
-1.15312	-1.05946	-1.90192
-1.15312	-1.05946	-1.90192
-1.15312	-1.05946	-1.90192
0.702777	0.992959	-4.00393
0.702777	0.992959	-4.00393
0.702777	0.992959	-4.00393
1.75046	0.305059	-2.78744
2.62533	2.07693	-1.88762
2.62533	2.07693	-1.88762
2.62533	2.07693	-1.88762
0.52023	2.02544	-3.50209
0.52023	2.02544	-3.50209
0.52023	2.02544	-3.50209
0.0148767	-0.0569447	-3.05224
0.483063	1.68452	1.2046
0.483063	1.68452	1.2046
-1.312	1.96167	1.80537
-1.312	1.96167	1.80537
-1.312	1.96167	1.80537
0.182	0.872944	-1.09481
0.182	0.872944	-1.09481
0.182	0.872944	-1.09481
0.682156	1.38255	0.751515
0.682156	1.38255	0.751515
0.682156	1.38255	0.751515
-0.10747	2.29297	1.65895
1.59089	-0.90134	3.62117
-0.634756	-2.4094	1.68162
-0.634756	-2.4094	1.68162
-2.38366	-3.93774	3.49955
-1.01883	-5.17209	5.28502
-1.30216	-5.10424	2.91303
-1.30216	-5.10424	2.91303
-0.571247	-3.72625	4.20398
-3.2382	-3.55255	-1.24471
-4.66186	-1.63283	-0.999369
-5.96568	-1.17705	-0.74669
-5.96568	-1.17705	-0.74669
-5.96568	-1.17705	-0.74669
-3.72152	0.693381	-2.94222
-2.06682	0.147425	-4.63896
-2.06682	0.147425	-4.63896
-1.46234	0.397017	-4.08267
-2.05767	-0.950086	-2.71847
-2.05767	-0.950086	-2.71847
-0.582646	1.62335	-0.788395
-0.582646	1.62335	-0.788395
0.0712367	-0.548313	-3.1932
0.0712367	-0.548313	-3.1932
0.0712367	-0.548313	-3.1932
0.0712367	-0.548313	-3.1932
0.0712367	-0.548313	-3.1932
-0.77684	0.702038	-1.99686
-0.77684	0.702038	-1.99686
-2.40342	-1.64401	-1.14259
-2.40342	-1.64401	-1.14259
-2.40342	-1.64401	-1.14259
-3.84423	-2.5931	0.707561
-3.84423	-2.5931	0.707561
-3.48547	-1.62158	1.69251
-3.36454	0.619472	-3.52574
-3.36454	0.619472	-3.52574
-3.36454	0.619472	-3.52574
-3.00912	2.5964	-5.06912
-3.60352	-0.212211	-5.96949
-4.39836	0.838136	-6.42246
-4.35477	2.22228	-5.66606
-2.92496	1.96086	-4.60765
-4.16993	0.0378687	-3.57209
-2.33707	2.88633	-3.42743
-1.77112	-1.51634	-4.82229
-1.77112	-1.51634	-4.82229
-1.77112	-1.51634	-4.82229
-1.12734	-1.03981	-5.88859
-0.47789	-1.0207	-5.6674
1.11005	0.522172	-4.48323
0.22384	-0.0796543	-0.913887
0.22384	-0.0796543	-0.913887
0.22384	-0.0796543	-0.913887
0.481284	0.185984	1.55621
0.481284	0.185984	1.55621
0.481284	0.185984	1.55621
0.481284	0.185984	1.55621
-2.01337	-0.836427	1.3013
-1.59555	1.93934	3.03443
-1.4759	-0.0384138	-2.26456
-1.4759	-0.0384138	-2.26456
-1.4759	-0.0384138	-2.26456
-1.4759	-0.0384138	-2.26456
-2.17568	-1.0176	-3.81192
-2.17568	-1.0176	-3.81192
-1.9447	-1.44355	-4.70412
-0.601747	1.10553	-3.46952
-0.514276	1.13876	-3.78274
-0.791261	1.85084	-3.68123
-0.791261	1.85084	-3.68123
-1.94901	0.733201	-1.75335
0.451682	0.926432	2.49194
0.451682	0.926432	2.49194
0.451682	0.926432	2.49194
0.451682	0.926432	2.49194
-0.151837	2.01357	3.20716
0.365372	1.97371	4.28738
0.365372	1.97371	4.28738
0.365372	1.97371	4.28738
-0.500277	2.1846	2.62535
-0.107666	0.476115	3.91614
0.041632	-0.974223	2.43822
0.041632	-0.974223	2.43822
0.041632	-0.974223	2.43822
0.853573	1.06697	3.42158
0.853573	1.06697	3.42158
0.853573	1.06697	3.42158
2.8344	1.45044	3.70361
2.8344	1.45044	3.70361
2.8344	1.45044	3.70361
2.73314	3.80965	3.88085
2.52991	3.70917	3.77823
1.56422	2.52767	3.77137
1.56422	2.52767	3.77137
1.30431	0.683271	1.89541
-1.05906	0.761041	2.09898
-1.05906	0.761041	2.09898
-0.777765	-0.444744	2.54399
0.289476	1.69355	3.65275
-1.64299	2.32808	4.36543
-1.64299	2.32808	4.36543
0.0143895	1.04132	3.82396
0.0209584	0.786756	4.55025
-0.944044	0.313682	3.8174
-3.6583	1.7537	2.74763
-2.72662	-1.69211	0.942214
-4.18653	-0.81451	-3.09804
-4.18653	-0.81451	-3.09804
-4.33688	-1.86138	-3.35722
-4.33688	-1.86138	-3.35722
-2.6946	-3.81611	-5.49035
0.569658	-3.10745	-3.26378
0.569658	-3.10745	-3.26378
1.79023	-2.96705	-5.28689
1.15868	-3.52039	-4.56974
1.15868	-3.52039	-4.56974
2.79086	-0.679235	-4.73505
2.79086	-0.679235	-4.73505
2.41089	-1.85851	-7.71167
2.41089	-1.85851	-7.71167
3.29415	-1.09573	-7.25488
3.29415	-1.09573	-7.25488
3.29415	-1.09573	-7.25488
3.29415	-1.09573	-7.25488
3.29415	-1.09573	-7.25488
1.95647	-0.00396102	-7.85625
-2.11835	-0.357249	-6.929
-2.11835	-0.357249	-6.929
-2.11835	-0.357249	-6.929
-2.11835	-0.357249	-6.929
-2.11835	-0.357249	-6.929
-1.40957	2.13112	-4.84194
-1.40957	2.13112	-4.84194
-1.40957	2.13112	-4.84194
-1.40957	2.13112	-4.84194
1.34448	1.15106	-3.64415
0.165522	0.647439	-3.82669
-0.793783	0.735664	-2.94632
-0.793783	0.735664	-2.94632
-0.793783	0.735664	-2.94632
